"timestamp_label","prod_id","rfid_id","qr_id","location_id"
1642676400,"SKU0001","EB188BEA9BF4691A6A2E27E2","C6670A68845EF9BC","Label 1"
1642676405,"SKU0001","CA2A9F17EABDCD4CEA2599BC","E4DF5094F0AC2483","Label 1"
1642676410,"SKU0001","75AD733414F2198F6CD2CDCE","9BF13863AA29AB0B","Label 1"
1642676415,"SKU0001","90C91E456F9D1BCC626396C4","D412D257106E5097","Label 1"
1642676420,"SKU0001","348C09F44C77EBC2AF31C96F","B5359AAE34B8937B","Label 1"
1642676425,"SKU0001","1816C7CF7ECFBE98D6F63AC4","9F9570EA5E3B1249","Label 1"
1642676430,"SKU0001","4FB53E1F58CFD71FF96DEE06","65E27DDD423D0901","Label 1"
1642676435,"SKU0001","83A35CDD72D4C2F88C50CA4B","4C4102CB8C09DC89","Label 1"
1642676440,"SKU0001","D7F312087114FBE688805703","62641B141B0610EF","Label 1"
1642676445,"SKU0001","E6E916EC2CD9497538B1358A","0A0C3037AE189FFC","Label 1"
1642676450,"SKU0001","23FF87E3F6257CB9430E2011","8082545B3FE45AED","Label 1"
1642676455,"SKU0001","130E9A0589A20F1512E336A4","D658E85136628741","Label 1"
1642676460,"SKU0001","DAD88FF33ED666BB9F2AE765","DDF426D198401792","Label 1"
1642676465,"SKU0001","012E4A5DC3F871E61C4A51DB","5191CC4EEDD89D5C","Label 1"
1642676470,"SKU0001","40D69B86D9C6F2B1AC5F6EC2","BD5D5C39E6600825","Label 1"
1642676475,"SKU0001","F5EC337076844B79FD4B6AEC","6FECAF7FD2F79BA4","Label 1"
1642676480,"SKU0001","BB464ECB5F506163D717BBDF","709CF3D1828294A6","Label 1"
1642676485,"SKU0001","CF8D5CA3E94FF01E12E35953","5222214CAFE05E84","Label 1"
1642676490,"SKU0001","6055165C59E2C6DE5C7BD0D2","885118EAA62F0214","Label 1"
1642676495,"SKU0001","73623ADAFFC7DF5334ACFC9D","5BADB4F8E8E9E8D1","Label 1"
1642676500,"SKU0001","D31D3042B47D2779D955184C","A3629AA89E041641","Label 1"
1642676505,"SKU0001","9C5DEAF908EF1565E1571D9A","9062BD831C04C340","Label 1"
1642676510,"SKU0001","76008F01005515D78B57D4FF","593B8C3D13148426","Label 1"
1642676515,"SKU0001","A30AA756819BFD8D131845F3","AF184904807A63FB","Label 1"
1642676520,"SKU0001","ACBBBF9EA2A1ACA6FA407CF9","28BCB0D636C6B222","Label 1"
1642676525,"SKU0001","3193A2A30670E4398A420B85","CE7D0B5A9F0FB4B2","Label 1"
1642676530,"SKU0001","9CD793E20D87827673681985","030CB1CD2998A467","Label 1"
1642676535,"SKU0001","E8C6627823C6DB9E24FA21DD","F0A8CE764121009F","Label 1"
1642676540,"SKU0001","58ABED57DE6F1D83F6ADFB91","4C39E80ADD4DEBEE","Label 1"
1642676545,"SKU0001","A8BB33C5A9A3E5259BDFD5B1","746811C65F37FC40","Label 1"
1642676550,"SKU0001","B0B84F62F9A9DE6AC43DBC53","92D2BCF47BDF1744","Label 1"
1642676555,"SKU0001","C50A701854B71ECE7E521E92","4894F8B4787F5EFA","Label 1"
1642676560,"SKU0001","354C966ED74EF2618564163B","FB1A686D71A96A86","Label 1"
1642676565,"SKU0001","12EAF213A416CF2AD6434883","E430BE09906534C5","Label 1"
1642676570,"SKU0001","D3ACD71CCA6407477412A23A","023252B5504DA01A","Label 1"
1642676575,"SKU0001","EBC4A8E537FDFA8B8FB97EF8","34CDE436234F3424","Label 1"
1642676580,"SKU0001","272CBB8BEBF6E89D10B33C4E","0975AC98D274E115","Label 1"
1642676585,"SKU0001","194D6E5AF236855625FFFCE1","96D5DE159C14BF60","Label 1"
1642676590,"SKU0001","0B7D3B9FBD8A02BCE0DCF397","05E097196E7CD411","Label 1"
1642676595,"SKU0001","A92EC92D3DE93E3137C5B61B","B65B9A3A0303048D","Label 1"
1642676600,"SKU0001","F998E731F56D891D42BCA1F7","A560E01DF21C908A","Label 1"
1642676605,"SKU0001","F69E895C1066D822D6AB6FEF","8F3F6589117603B8","Label 1"
1642676610,"SKU0001","F1608183AAEA8EB9D0C69045","D208CEC53FC51540","Label 1"
1642676615,"SKU0001","6B02B7545E873835E10D67BF","94010586730FC241","Label 1"
1642676620,"SKU0001","C025A3C46C146E7F4A8007D4","A7D8E6C20144452F","Label 1"
1642676625,"SKU0001","E57A9E1820FEFF7CA1D27759","B760418C3DEC7237","Label 1"
1642676630,"SKU0001","55A479759653CD22342D796C","B5D99848D8686971","Label 1"
1642676635,"SKU0001","625AB1D15729FA4907E986AB","864C1671AC88647E","Label 1"
1642676640,"SKU0001","7CA822BC067924B051A985F0","10020DB1166F7433","Label 1"
1642676645,"SKU0001","342D523BAF1775516BA18014","140A98508EDA6955","Label 1"
1642676650,"SKU0001","0984F49BA28C4311C5AB1960","F44005349718F01F","Label 1"
1642676655,"SKU0001","B681E3156998194422CECCD0","79D4FAF0621E05ED","Label 1"
1642676660,"SKU0001","1D94A38A2D3F5F376D44D139","9BD72B3D0009C808","Label 1"
1642676665,"SKU0001","C92C3EB1D02C17D833E5260E","E44040215FDCD981","Label 1"
1642676670,"SKU0001","ED7BB694D8CAFFB3FFA5C363","E94810357B2DDDEE","Label 1"
1642676675,"SKU0001","44D6317B4BDCA4C9819D3C1D","300732F912978FAE","Label 1"
1642676680,"SKU0001","350E2106B0B5FB0C4A254B48","5EFD0831FDC60554","Label 1"
1642676685,"SKU0001","261249389451BBE2400A4043","5E3AD45DDA7EF122","Label 1"
1642676690,"SKU0001","0D2F89AA526303715F0F1F63","2A12AE062ACF8DD6","Label 1"
1642676695,"SKU0001","79227C141DAAAB9C6430E2C2","CEBDFE80A2492FF5","Label 1"
1642676700,"SKU0001","D2940C67E6A339F44D05CC81","96128330F0B99A16","Label 1"
1642676705,"SKU0001","0E7ED4CAB2766CD600D3CCE0","677233B776063306","Label 1"
1642676710,"SKU0001","AA8D6E9C5DFCD2A63C70A311","C4402A320EAEB561","Label 1"
1642676715,"SKU0001","53B82542594CEE05808238FA","3C210D2242A8C962","Label 1"
1642676720,"SKU0001","93B536429FFD8908F0DED598","01EC8B066105698E","Label 1"
1642676725,"SKU0001","98917C6393C385FF84C33A61","B9CA0D66A7638AF0","Label 1"
1642676730,"SKU0001","E067F1C90669E4F01709BB4C","A252B56D3B92DBA9","Label 1"
1642676735,"SKU0001","720E3D259D2A12D4A9D627BC","6D98A74B31F3E007","Label 1"
1642676740,"SKU0001","F793A69316CFDB74C0086B0F","1E29A1C4828050C0","Label 1"
1642676745,"SKU0001","31AD22AAAF9FC4028B7CAAD4","8C0780CAAA6782D1","Label 1"
1642676750,"SKU0001","1C0704C26A3307141E1E291D","10041220A0415202","Label 1"
1642676755,"SKU0001","CA7CB6BB3A4B9EDCBA7A4DE3","0ADD2B69D979BD31","Label 1"
1642676760,"SKU0001","E169193A94E54581F8754F83","7802597A08BC7CF1","Label 1"
1642676765,"SKU0001","572C2AF82D5BCA7C21856B44","FC5CE31E2A0386B8","Label 1"
1642676770,"SKU0001","333FDAB9E000C669C50EF134","8419891402534983","Label 1"
1642676775,"SKU0001","C16267EA03A73B3448A919F7","1AC76BF09A58D492","Label 1"
1642676780,"SKU0001","C2C7CA9315A552398B98B5C3","BD02C199FD2A5E9C","Label 1"
1642676785,"SKU0001","C5F68893B2D4178ECBCD2323","D1999702D9DDD830","Label 1"
1642676790,"SKU0001","01D04A8728FC8266ABEC6C16","4FDAB8BEB61600CF","Label 1"
1642676795,"SKU0001","2379884BE453EB4034BB0E8D","179E0A61958651DE","Label 1"
1642676800,"SKU0001","4DBE54A532D4CA1399E4E04D","6F34BFE0CB17CB07","Label 1"
