"timestamp_pallet_out","prod_id","rfid_id","qr_id","rfid_id_box","rfid_id_pallet","destiny_id","order_id","timeest","price","nperbox","nperpallet","timestamp_wh","user_id","tag_goodread_wh","tag_loc_goodread_wh"
1644837000,"SKU0002","13B5EAD60C4EA0D8D09436FA","F6118DD00DD98D89","9F4E0CFD4B91BDD52C3BA060","88038337187675396E0BB6AD","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","1C3C83CE94885E48C1FF5ED8","535BBB31818410EE","0313D1D14848271482F93FBA","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","AF41FE8272B2A7B699FA024D","60DF4FA5ED8AD14E","0313D1D14848271482F93FBA","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","1DC08443620119364247440C","7607A0117D6DDF93","0313D1D14848271482F93FBA","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","53A538AE10678E2C4DE1E7DF","91DC74C4465261C8","C71654A22829EB4318040B62","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","0230AEBA9A77A0697AD855B3","1C819A676B8CCA53","C71654A22829EB4318040B62","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","C047C6DAB222922C827900F4","09A719E77A610A7A","C71654A22829EB4318040B62","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","009E2744E0A2C9F312838CB3","CB661537BDB290B0","C71654A22829EB4318040B62","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","6C2AFED9F35DAFB9B7084B1D","71BDC9331A4E04BA","C71654A22829EB4318040B62","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","7A9B250EDB905CCD129EAA7B","3F3B3C42E730FAA6","2099B1E4517C960BBF61AAF4","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","AFF4540AF8CCB8EF480A9AA9","3AA09F9A47E1DE21","2099B1E4517C960BBF61AAF4","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","89DE8A86223795A80E8B954C","C52B39D295AF048F","2099B1E4517C960BBF61AAF4","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","51EDA88815F299192B747816","3AFC86FEC4CB7976","2099B1E4517C960BBF61AAF4","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","84696650AF75335324E34C81","AC5FFE7D2613F87A","2099B1E4517C960BBF61AAF4","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","68E8B392115BB3C8D3BC5747","C34E7319158289B2","96B801AD4958D86C2AE34AD8","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","1A95E19085949C5185CE346F","122385CF487F07CB","96B801AD4958D86C2AE34AD8","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","C5C90CD94A6955763D1DA076","179CC4E7589AE4AD","96B801AD4958D86C2AE34AD8","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","E67003A8417A05B371992FD0","962B7A5E05CF394D","96B801AD4958D86C2AE34AD8","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","1E4E008516DA4EE4C486C8DA","0DF66B30CDA8864C","96B801AD4958D86C2AE34AD8","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","EF8290EBD1EB516C9AC3B6F5","B954D2CD5AA32A97","585F0BEE482D5471309C6404","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","CEE08ECBFDC01F205244B8E2","497C34BEDE7C22B4","585F0BEE482D5471309C6404","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","1687BAD6367F86A923494DA0","E2C1FE2B6FDEBBCF","585F0BEE482D5471309C6404","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","82BF7710D5C966EC57F76F2F","75864A181FE25CE1","0313D1D14848271482F93FBA","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","EE65F2967A3B6901AD3E6A41","3AFAC3B7733A1B0D","585F0BEE482D5471309C6404","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","38E409A8364B944A41755309","8EADA585337BAAE2","0313D1D14848271482F93FBA","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","A984FB2ACF770C3F6AE56D87","FABEE49326727728","5EA790C86DA8532AEC23EC91","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","973C07C0673BAEE7AB46B9D2","B932DAF379338C88","6B0A457B19B5BC03A55FB76D","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","9B9056E762EED53005177751","E962CB2569802FA1","6B0A457B19B5BC03A55FB76D","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","7E8FF7014A2CAF73F2965CF0","75871244474D7AE7","6B0A457B19B5BC03A55FB76D","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","DB267D40EB73DF39DAE4E0FA","87529FA11AA6F0A7","3B4D9F9EA3728A99C9CE6653","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","0869B64A81D524DC8AB7897C","080A1D2A4379F47F","3B4D9F9EA3728A99C9CE6653","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","9AFE83EA2F2820A9566A4194","905A311E2A0744D9","3B4D9F9EA3728A99C9CE6653","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","F140E3AF2FE50F0701B5FCC8","4D0A20D3E4438875","3B4D9F9EA3728A99C9CE6653","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","D8B74ECC46F5E68B3C8C6099","1FE05E8FB4C854A4","3B4D9F9EA3728A99C9CE6653","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
1644837000,"SKU0002","520F4A066F19BE716A783848","02D64CE5AFA2FF26","D27F576FD466609340F6CDFA","BF71170FA346E5ECDF2C8977","CD 2","789",24,30000,5,10,1645095660,"Ourofino_2","Y","Y"
